Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Poster;Internet Movie Database;Rotten Tomatoes;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;Win;Metacritic;Nomination;Oscar
Gloria;2013;R;9.May.13;110 min;Comedy, Drama, Romance;Sebastián Lelio;Sebastián Lelio, Gonzalo Maza;Paulina García, Sergio Hernández, Diego Fontecilla;"Divorced for more than ten years, Gloria, a vibrant 58-year-old office clerk in Santiago and mother of two grown-up kids, craves for adventure, refusing to spend the rest of her life in solitude and self-pity. Instead, the vivacious Gloria embraces her freedom, and because of her love for dance and an aching longing for companionship, she will meet Rodolfo, a recently divorced former naval officer, and will daringly decide to give love a second chance. Regretfully; however, Rodolfo comes with baggage, and even though Gloria is sincerely attracted to him, reality's harsh truth will inevitably bring her face-to-face with towering obstacles, rather than undiluted excitement and ardent passion. In the end, Gloria alone, yet surrounded by people, sad but at the same time happy, will she ultimately find the strength to overcome them?";Spanish, English;Chile, Spain;https://m.media-amazon.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1_SX300.jpg;6.08.2010;0,99;83;68;8,699;tt2425486;movie;29 Apr 2014;$2,107,925;N/A;N/A;DOÐRU;20;83/100;18;
Philomena;2013;PG-13;27 Nov 2013;98 min;Biography, Comedy, Drama;Stephen Frears;Steve Coogan, Jeff Pope, Martin Sixsmith;Judi Dench, Steve Coogan, Sophie Kennedy Clark;When former journalist Martin Sixsmith (Steve Coogan) is dismissed from the Labour Party in disgrace, he is at a loss as to what do. That changes when a young Irish woman approaches him about a story of her mother, Philomena Lee (Dame Judi Dench), who had her son taken away when she was a teenage inmate of a Catholic convent. Martin arranges a magazine assignment about her search for him that eventually leads to America. Along the way, Martin and Philomena discover as much about each other as about her son's fate. Furthermore, both find their basic beliefs challenged.;English;United Kingdom, United States, France;https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_SX300.jpg;7.06.2010;0,91;77;76;97,72;tt2431286;movie;15 Apr 2014;$37,709,979;N/A;N/A;DOÐRU;33;77/100;86;4
Vrásky z lásky;2012;Not Rated;12 Apr 2012;97 min;Adventure, Comedy, Drama;Jirí Strach;Marek Epstein;Jirina Bohdalová, Radoslav Brzobohat?, Ivan Trojan;Everybody needs to find some kind of motivation, a feeling that there is sense to his life. It is much harder to find this basic value when one gets older. Ota's (Radoslav Brzobohat?) act consists of the fulfillment of his long-standing dream of the beautiful actress Jana. Earlier, when he was still full of vigor and she was young and beautiful, he couldn't find the courage to approach her. Now Jana (Jirina Bohdalová) accepts his gesture because she also feels she is nearing the end of her rope. They spend two days together on the run, two days that return the sense they have lost from their lives.;Czech;Czech Republic;https://m.media-amazon.com/images/M/MV5BM2NlODcyMzItZjU5Yy00YmE0LWI3M2MtMTZkODI0ZDVmZDVlXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg;6.04.2010;;N/A;64;100;tt2559232;movie;N/A;N/A;N/A;N/A;DOÐRU;;;3;
Lilting;2014;Not Rated;08 Aug 2014;91 min;Drama, Romance;Hong Khaou;Hong Khaou;Pei-Pei Cheng, Ben Whishaw, Andrew Leung;In contemporary London, a Cambodian-Chinese mother mourns the untimely death of her son. Her world is further disrupted by the presence of a stranger. We observe their difficulties in trying to connect with each other without a common language as, through a translator, they begin to piece together memories of a man they both loved.;English, Mandarin;United Kingdom;https://m.media-amazon.com/images/M/MV5BOTI5MTMyODc0M15BMl5BanBnXkFtZTgwMzIxMjkzMjE@._V1_SX300.jpg;7.02.2010;0,82;61;72;6,141;tt2560102;movie;10 Feb 2015;$27,054;N/A;N/A;DOÐRU;4;61/100;7;
Love Is Strange;2014;R;18 Dec 2014;94 min;Drama, Romance;Ira Sachs;Ira Sachs, Mauricio Zacharias;John Lithgow, Alfred Molina, Marisa Tomei;After nearly four decades together, Ben (John Lithgow) and George (Alfred Molina) finally tie the knot in an idyllic wedding ceremony in lower Manhattan. But when George loses his job soon after, the couple must sell their apartment and - victims of the relentless New York City real estate market - temporarily live apart until they can find an affordable new home. While George moves in with two cops (Cheyenne Jackson and Manny Perez) who live down stairs, Ben lands in Brooklyn with his nephew (Darren Burrows), his wife (Marisa Tomei), and their temperamental teenage son (Charlie Tahan), with whom Ben shares a bunk bed. While struggling with the pain of separation, Ben and George are further challenged by the intergenerational tensions and capricious family dynamics of their new living arrangements.;English, Russian;United States, Greece;https://m.media-amazon.com/images/M/MV5BMTk5MTkxOTI1N15BMl5BanBnXkFtZTgwNzAwNDA4MTE@._V1_SX300.jpg;6.07.2010;0,93;82;67;12,535;tt2639344;movie;13 Jan 2015;$2,262,223;N/A;N/A;DOÐRU;2;82/100;22;
Mutlu Aile Defteri;2013;N/A;08 Feb 2013;94 min;Comedy;Nihat Durak;Ali Demirel, Volkan Sümbül, Emre Özdür;Tuncel Kurtiz, Ilker Aksum, Binnur Kaya;Childrens of a retired colonel come together after their father falls from the rooftop, this constrained togetherness brings their lies into open day by day.;Turkish;Turkey;https://m.media-amazon.com/images/M/MV5BYTk4MDQ1MTgtNDU2My00NzYyLTg4OTItMGMxYTQ2NWU3ZGM2XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg;6.01.2010;;N/A;61;1,435;tt2645130;movie;N/A;N/A;N/A;N/A;DOÐRU;2;;2;
The Old Man & the Gun;2018;PG-13;19 Oct 2018;93 min;Biography, Comedy, Crime;David Lowery;David Lowery, David Grann;Robert Redford, Casey Affleck, Sissy Spacek;Based on the true story of Forrest Tucker (Robert Redford), from his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public. Wrapped up in the pursuit are detective John Hunt (Casey Affleck), who becomes captivated with Forrest's commitment to his craft, and a woman (Sissy Spacek), who loves him in spite of his chosen profession.;English, Spanish;United States, United Kingdom;https://m.media-amazon.com/images/M/MV5BOTk3NjU5MjIxM15BMl5BanBnXkFtZTgwNjU0OTU2NTM@._V1_SX300.jpg;6.07.2010;0,93;80;67;43,572;tt2837574;movie;01 Jan 2019;$11,277,120;N/A;N/A;DOÐRU;2;80/100;11;
L'homme qu'on aimait trop;2014;R;8.May.15;116 min;Crime, Drama;André Téchiné;Cédric Anger, Jean-Charles Le Roux, Renée Le Roux;Guillaume Canet, Catherine Deneuve, Adèle Haenel;Nice, 1976. Agnès Le Roux, daughter of the owner of the Palais de la Méditerranée, falls in love with a beautiful lawyer ten years his senior Maurice Agnelet. It has other links, she loves to madness. Against a background of war casinos, he connects with Fratoni, sour competitor of his mother, who offers him three million francs to take control of the casino. Agnes accepts but resents his betrayal. Maurice away. After a suicide attempt, the young woman disappears ...;French;France;https://m.media-amazon.com/images/M/MV5BMTUyMjk1NjAxNF5BMl5BanBnXkFtZTgwNTIwODQwNTE@._V1_SX300.jpg;6.01.2010;0,51;57;61;1,696;tt2929890;movie;03 Feb 2015;$277,528;N/A;N/A;DOÐRU;;57/100;2;
5 Flights Up;2014;PG-13;8.May.15;88 min;Comedy, Drama;Richard Loncraine;Charlie Peters, Jill Ciment;Diane Keaton, Morgan Freeman, Cynthia Nixon;A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.;English;United States;https://m.media-amazon.com/images/M/MV5BMTQ5MzU3MzgwN15BMl5BanBnXkFtZTgwNjM2NDQ3NDE@._V1_SX300.jpg;6.02.2010;0,46;55;62;10,184;tt2933544;movie;07 Jul 2015;$1,020,921;N/A;N/A;DOÐRU;1;55/100;;
Mandariinid;2013;Not Rated;17 Apr 2015;87 min;Drama, War;Zaza Urushadze;Tatjana Mülbeier, Zaza Urushadze, Artur Veeber;Lembit Ulfsak, Elmo Nüganen, Giorgi Nakashidze;War in Georgia, Abkhazia region 1992: local Abkhaz are fighting to break free from Georgia. Estonian village between the mountains has become empty, almost everyone has returned to their homeland, only 2 men have stayed: Ivo and Margus. But Margus will leave as soon as he has harvested his crops of tangerines. In a bloody conflict in their miniature village wounded men are left behind, and Ivo is forced to take them in. But they are from opposite sides of the war. This is touching anti-war story about Estonians who find themselves in the middle of someone else's war. How do they handle it? How do the enemies act under third-party roof?;Estonian, Russian, Georgian;Estonia, Georgia;https://m.media-amazon.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_SX300.jpg;8.02.2010;0,88;73;82;44,538;tt2991224;movie;21 Jul 2015;$144,501;N/A;N/A;DOÐRU;12;73/100;10;1
Mia madre;2015;R;26 Aug 2016;106 min;Drama;Nanni Moretti;Nanni Moretti, Valia Santella, Gaia Manzini;Margherita Buy, John Turturro, Giulia Lazzarini;"These are hard days for Margherita, who is going through a very difficult period in her life. On a professional level first, the middle-aged film director, has started wondering whether the committed movies she has been making are really an actual reflection of the world she lives in ; on top of this, she is in conflict not only with her crew but also, and primarily, with Barry Huggins, a well-known American actor of Italian origin, who proves awfully bad and uncontrollable. On the personal level, things do not get any better - it could even be said they are worse. Margherita has just left her life partner and she has become unable to relate to her teenage daughter. As for her mother, she is now seriously ill and her doctor tries to prepare her brother and her for the worst. Which is unacceptable to the weakened woman who can find salvation only in denial of reality. Will she manage to face up to the facts and to come to terms with herself?";Italian, English, French;Italy, France, Germany;https://m.media-amazon.com/images/M/MV5BMTU5OTM2MDQxNV5BMl5BanBnXkFtZTgwMTg3OTY2OTE@._V1_SX300.jpg;6.08.2010;;70;68;7,266;tt3013610;movie;N/A;$303,002;N/A;N/A;DOÐRU;13;70/100;26;
Bad Grandpa;2013;R;25 Oct 2013;92 min;Comedy;Jeff Tremaine;Johnny Knoxville, Spike Jonze, Jeff Tremaine;Johnny Knoxville, Jackson Nicoll, Gregorio;"Eighty-six-year-old Irving Zisman is on a journey across America with the most unlikely companion: his eight-year-old grandson Billy, in ""Jackass Presents: Bad Grandpa"". Jackass characters Irving Zisman (Johnny Knoxville) and Billy (Jackson Nicoll) will take movie audiences along for the most insane hidden camera road trip ever captured on camera. Along the way Irving will introduce the young and impressionable Billy to people, places, and situations that give new meaning to the term ""childrearing"". The duo will encounter male strippers, disgruntled child beauty pageant contestants (and their equally disgruntled mothers), funeral home mourners, biker bar patrons, and a whole lot of unsuspecting citizens. Real people in unreal situations, making for one really messed up comedy.";English;United States;https://m.media-amazon.com/images/M/MV5BMTg4NjIwMTI5OV5BMl5BanBnXkFtZTgwNjU1MTMyMDE@._V1_SX300.jpg;6.05.2010;0,61;54;65;91,919;tt3063516;movie;28 Jan 2014;$102,003,019;N/A;N/A;DOÐRU;1;54/100;10;1
Oktober November;2013;N/A;12 Jun 2014;114 min;Drama;Götz Spielmann;Götz Spielmann;Nora von Waldstätten, Peter Simonischek, Ursula Strauss;Successful actress returns to her family home in rural Austria to visit her ailing father and her sister who spent her whole life taking care of him and her family. The reunion is marked by jealousy, introspection and a secret.;German;Austria;https://m.media-amazon.com/images/M/MV5BY2MwYmUxZGEtNzc0MS00MThlLWI2ODktN2IxYzQ1MDY5ZDk5XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg;6.06.2010;;N/A;66;453;tt3121050;movie;N/A;N/A;N/A;N/A;DOÐRU;2;;8;
Mita Tova;2014;Unrated;22.May.15;95 min;Comedy, Drama, Romance;Tal Granit, Sharon Maymon;Tal Granit, Sharon Maymon;Ze'ev Revach, Levana Finkelstein, Aliza Rosen;THE FAREWELL PARTY is a compassionate dark comedy about friendship and knowing when to say goodbye. A group of friends at a Jerusalem retirement home build a machine for self-euthanasia in order to help their terminally ill friend. When rumors of the machine begin to spread, more and more people ask for their help, and the friends are faced with an emotional dilemma.;Hebrew, Italian;Israel, Germany;https://m.media-amazon.com/images/M/MV5BMTQ4OTY3NzAyM15BMl5BanBnXkFtZTgwOTM3Mzk0NDE@._V1_SX300.jpg;7.0/10;0,94;71;70;2,138;tt3163304;movie;10 Jun 2016;$172,860;N/A;N/A;DOÐRU;9;71/100;12;
Mr. Holmes;2015;PG;24 Jul 2015;104 min;Drama, Mystery;Bill Condon;Mitch Cullin, Jeffrey Hatcher, Arthur Conan Doyle;Ian McKellen, Laura Linney, Hiroyuki Sanada;The story is set in 1947, following a long-retired Holmes living in a Sussex village with his housekeeper and her young son. But then he finds himself haunted by a thirty-year old case. Holmes memory isn't what it used to be, so he only remembers fragments of the case: a confrontation with an angry husband, and a secret bond with his beautiful, but unstable wife.;English, Japanese, French;United Kingdom, United States;https://m.media-amazon.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_SX300.jpg;6.09.2010;0,88;67;69;63,335;tt3168230;movie;10 Nov 2015;$17,737,646;N/A;N/A;DOÐRU;;67/100;19;
I'll See You in My Dreams;2015;PG-13;15.May.15;92 min;Comedy, Drama, Romance;Brett Haley;Brett Haley, Marc Basch;Blythe Danner, Martin Starr, Sam Elliott;In this vibrant, funny, and heartfelt film, a widow and former songstress discover that life can begin anew at any age. With the support of three loyal girlfriends (June Squibb, Rhea Perlman, and Mary Kay Place), Carol (Blythe Danner) decides to embrace the world, embarking on an unlikely friendship with her pool maintenance man (Martin Starr), pursuing a new love interest (Sam Elliott), and reconnecting with her daughter (Malin Akerman).;English;United States;https://m.media-amazon.com/images/M/MV5BMTYzMzc5OTkyOV5BMl5BanBnXkFtZTgwNzc3OTMyNTE@._V1_SX300.jpg;6.07.2010;0,67;75;67;7,273;tt3236120;movie;11 Feb 2014;$7,449,681;N/A;N/A;DOÐRU;;75/100;8;
The Tale of Iya;2013;N/A;15 Feb 2013;169 min;Drama;Tetsuichirô Tsuta;Tetsuichirô Tsuta, Masaya Kawamura, Masayuki Ueda;Rina Takeda, Shima Ohnishi, Min Tanaka;As a tunnel construction project threatens the natural order of one of Japan's last untouched regions, an old man and his granddaughter Haruna's humble lifestyle begins to influence the outlook of a man from Tokyo.;Japanese;Japan;https://m.media-amazon.com/images/M/MV5BMjY2ZGEyZmUtNzFmZi00MDYzLWE1MGMtNDE1ZjZiOWNjM2NiXkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_SX300.jpg;6.09.2010;;N/A;69;322;tt3280264;movie;N/A;N/A;N/A;N/A;DOÐRU;4;;7;
Youth;2015;R;04 Dec 2015;124 min;Comedy, Drama, Music;Paolo Sorrentino;Paolo Sorrentino;Michael Caine, Harvey Keitel, Rachel Weisz;Fred and Mick, two old friends, are on vacation in an elegant hotel at the foot of the Alps. Fred, a composer and conductor, is now retired. Mick, a movie director, is still working. They look with curiosity and tenderness on their children's confused lives, Mick's enthusiastic young writers, and the other hotel guests. While Mick scrambles to finish the screenplay for what he imagines will be his last important movie, Fred has no intention of resuming his musical career. But someone wants at all costs to hear him conduct again.;English, Spanish, Swiss German;Italy, France, United Kingdom, Switzerland;https://m.media-amazon.com/images/M/MV5BMjI2OTk5MzYyMl5BMl5BanBnXkFtZTgwMzY1MjE3NjE@._V1_SX300.jpg;7.03.2010;0,71;64;73;75,164;tt3312830;movie;1.Mar.16;$2,703,296;N/A;N/A;DOÐRU;24;64/100;58;1
Acapulco La vida va;2017;N/A;03 Jun 2017;89 min;Comedy, Drama;Alfonso Serrano Maturino;Jorge Patiño;Patricio Castillo, Alejandro Suárez, Sergio Bustamante;"Tres setentotes deciden ir a Acapulco como lo hacían 50 años atrás. Antolín, felizmente casado, es hipocondriaco y lleva una maleta llena de medicamentos; Justo, es un solterón empedernido que anda detrás de jovencitas todo el tiempo, y Mariano, un arquitecto exitoso ya retirado, que va en busca de Carmen, la acapulqueña de la que siempre vivido enamorado, pero lleva una pistola y tres balas en su equipaje.";Spanish;Mexico;https://m.media-amazon.com/images/M/MV5BYmM3NGRmNGQtNDgxMy00YTMzLWE3ZTAtMzE0OTExMjdmOTViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI2MDE2MDQ@._V1_SX300.jpg;5.05.2010;;N/A;55;143;tt3442726;movie;07 Jun 2017;N/A;N/A;N/A;DOÐRU;2;;8;
Resurrection;2017;N/A;29.Mar.18;110 min;Drama;Kristof Hoornaert;Kristof Hoornaert;Johan Leysen, Gilles De Schryver, Kris Cuppens;An old man who isolated himself from civilization receives an unexpected visitor.;Dutch;Belgium;https://m.media-amazon.com/images/M/MV5BYmE3YTExNTEtNTdhMC00ZDg5LWFiOTktZDg5ZDJjMGFhY2NlXkEyXkFqcGdeQXVyNjI0NjM4NjI@._V1_SX300.jpg;6.0/10;;N/A;60;280;tt3467362;movie;N/A;N/A;N/A;N/A;DOÐRU;4;;3;
Time Out of Mind;2014;Unrated;18 Sep 2015;120 min;Drama;Oren Moverman;Oren Moverman, Jeffrey Caine;Richard Gere, Ben Vereen, Jena Malone;George seeks refuge at Bellevue Hospital, a Manhattan intake center for homeless men, where his friendship with a fellow client helps him try to repair his relationship with his estranged daughter.;English;United States;https://m.media-amazon.com/images/M/MV5BMjE5MDA2Njg5N15BMl5BanBnXkFtZTgwNDI0ODUwNjE@._V1_SX300.jpg;5.07.2010;0,8;75;57;4,162;tt3505712;movie;15 Dec 2015;$166,775;N/A;N/A;DOÐRU;1;75/100;;
Ankhon Dekhi;2013;N/A;21.Mar.14;107 min;Comedy, Drama;Rajat Kapoor;Rajat Kapoor;Sanjay Mishra, Seema Bhargava, Rajat Kapoor;Raje Bauji (Sanjay Mishra) is a man in his late fifties, living out a dreary but eventful life in a small house in old Delhi- where he lives with his extended family. A random incident is going to change his life in a dramatic way- though he does not realize at the moment. Bauji's daughter has been seeing a boy of ill repute. When that fact is revealed to the family, after much deliberation they decide to do the obvious- lock up the girl and go beat the willful boy. It is a funny old journey of this man, this old fool- who is both Lear and the fool.;Hindi;India;https://m.media-amazon.com/images/M/MV5BMTY4YjY3ZDgtYjVhZS00MWY4LTlkYmMtNGI4ZGY4YzhiZmIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg;8.0/10;;N/A;80;11,084;tt3614516;movie;09 Sep 2016;N/A;N/A;N/A;DOÐRU;6;;7;
Remember;2015;R;17 Dec 2015;94 min;Drama, Mystery, Thriller;Atom Egoyan;Benjamin August;Christopher Plummer, Kim Roberts, Amanda Smith;"""Remember"" is the contemporary story of Zev, who discovers that the Nazi guard who murdered his family some 70 years ago is living in America under an assumed identity. Despite the obvious challenges, Zev sets out on a mission to deliver long-delayed justice with his own trembling hand. What follows is a remarkable cross-continent road-trip with surprising consequences.";English, German;Canada, Mexico, Germany, South Africa;https://m.media-amazon.com/images/M/MV5BMjM3OTY3Njc1OV5BMl5BanBnXkFtZTgwNDY0MzE1NzE@._V1_SX300.jpg;7.05.2010;0,7;52;75;24,508;tt3704050;movie;16 Feb 2016;$1,184,564;N/A;N/A;DOÐRU;6;52/100;24;
The Lady in the Van;2015;PG-13;26 Feb 2016;104 min;Biography, Comedy, Drama;Nicholas Hytner;Alan Bennett;Maggie Smith, Alex Jennings, Jim Broadbent;This movie tells the true story of Alan Bennett's (Alex Jennings') strained friendship with Miss Mary Shepherd (Dame Maggie Smith), an eccentric homeless woman who Bennett befriended in the 1970s before allowing her temporarily to park her Bedford van in the driveway of his Camden house. She stayed there for fifteen years. As the story develops, Bennett learns that Miss Shepherd is really Margaret Fairchild (died 1989), a former gifted pupil of pianist Alfred Cortot. She had played Chopin in a promenade concert, tried to become a nun, was committed to an institution by her brother, escaped, had an accident when her van was hit by a motorcyclist for which she believed herself to blame, and thereafter lived in fear of arrest.;English, French;United Kingdom;https://m.media-amazon.com/images/M/MV5BOTY0MjM3NTQyOF5BMl5BanBnXkFtZTgwMzcwNjUxNzE@._V1_SX300.jpg;6.07.2010;0,89;70;67;28,339;tt3722070;movie;19 Apr 2016;$10,021,175;N/A;N/A;DOÐRU;1;70/100;8;
The Leisure Seeker;2017;R;03 Jan 2018;112 min;Adventure, Comedy, Drama;Paolo Virzì;Michael Zadoorian, Stephen Amidon, Francesca Archibugi;Helen Mirren, Donald Sutherland, Christian McKay;"A runaway couple go on an unforgettable journey in the faithful old RV they call ""The Leisure Seeker"", travelling from Boston, Massachusetts to The Ernest Hemingway Home in Key West, Florida. They recapture their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the end.";English;Italy, France;https://m.media-amazon.com/images/M/MV5BMTg1NTg2MzcyNF5BMl5BanBnXkFtZTgwNjMwMDIzNDM@._V1_SX300.jpg;6.07.2010;0,38;45;67;8,297;tt3741632;movie;10 Jul 2018;$3,226,443;N/A;N/A;DOÐRU;3;45/100;10;
The Wife;2017;R;28 Sep 2018;99 min;Drama;Björn Runge;Jane Anderson, Meg Wolitzer;Glenn Close, Jonathan Pryce, Max Irons;"Behind any great man, there's always a greater woman - and you're about to meet her. Joan Castleman (Glenn Close): a highly intelligent and still-striking beauty - the perfect devoted wife. Forty years spent sacrificing her own talent, dreams and ambitions to fan the flames of her charismatic husband Joe (Jonathan Pryce) and his skyrocketing literary career. Ignoring his infidelities and excuses because of his ""art"" with grace and humour. Their fateful pact has built a marriage upon uneven compromises. And Joan's reached her breaking point. On the eve of Joe's Nobel Prize for Literature, the crown jewel in a spectacular body of work, Joan's coup de grace is to confront the biggest sacrifice of her life and secret of his career.";English, Swedish;United Kingdom, Sweden, United States;https://m.media-amazon.com/images/M/MV5BNzA2Yzk4YjItZmU5OS00ZjFjLTlkNTEtMzJjZDVlOGY0OWRlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg;7.02.2010;0,86;77;72;38,281;tt3750872;movie;25 Jan 2019;$9,601,092;N/A;N/A;DOÐRU;19;77/100;27;1
Piku;2015;Not Rated;8.May.15;123 min;Comedy, Drama;Shoojit Sircar;Juhi Chaturvedi;Deepika Padukone, Amitabh Bachchan, Irrfan Khan;A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.;Hindi;India;https://m.media-amazon.com/images/M/MV5BMTUwOTMxNjc2OV5BMl5BanBnXkFtZTgwODQ4OTMxNTE@._V1_SX300.jpg;7.06.2010;0,89;N/A;76;30,765;tt3767372;movie;16 Dec 2015;$1,801,807;N/A;N/A;DOÐRU;35;;14;
Day of Days;2017;PG;27 Jul 2017;107 min;Drama;Kim Bass;Kim Bass, Kyle Bass;Tom Skerritt, Claudia Zevallos;A reclusive, God-fearing 91-year-old man and a young Cuban refugee home-aid worker struggle to come to terms with their regrets, the unbearable pain of unacceptable loss, love and the most difficult and beautiful of human truths: life ends and life goes on.;English;United States;https://m.media-amazon.com/images/M/MV5BOTNjMWE1NWUtNjBjYy00YWRlLWFiZmUtMjNlYzljMGNiZmYzL2ltYWdlXkEyXkFqcGdeQXVyNjA3MzU3Mzk@._V1_SX300.jpg;4.07.2010;;N/A;47;68;tt3779382;movie;N/A;N/A;N/A;N/A;DOÐRU;;;;
Edie;2017;N/A;06 Sep 2019;102 min;Adventure, Drama;Simon Hunter;Simon Hunter, Edward Lynden-Bell, Elizabeth O'Halloran;Sheila Hancock, Kevin Guthrie, Paul Brannigan;83 year old Edie believes that it is never too late - packing an old camping bag, leaving her life behind and embarking on an adventure she never got to have - climbing the imposing Mount Suilven in Scotland.;English;United Kingdom;https://m.media-amazon.com/images/M/MV5BZjJkZjJmOWItN2EwMi00ZDRkLTgxOGItNDc2NzQ1ZWUwMzQ4XkEyXkFqcGdeQXVyNzEyMTIxNDc@._V1_SX300.jpg;6.06.2010;0,67;41;66;2,134;tt3823098;movie;03 Dec 2019;$71,790;N/A;N/A;DOÐRU;2;41/100;2;
Undercover Grandpa;2017;PG-13;07 Jul 2017;94 min;Action, Comedy, Family;Erik Canuel;Jeff Schechter;Dylan Everett, James Caan, Greta Onieogou;"Jake Bouchard, a shy 17-year-old, has finally scored a date with the incredibly wonderful Angie. When Angie gets kidnapped, the truth about Grandpa comes out. In a last ditch effort to rescue Angie, Grandpa re-enlists ""The Devil's Scum"", his old special ops unit who band together with Jake to go on one last mission.";English, German;Canada;https://m.media-amazon.com/images/M/MV5BODc1MmE0MDYtMGE4YS00YjRmLThhMDQtNTA4YmFiZmM4MTYyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg;5.02.2010;;N/A;52;2,185;tt3891538;movie;08 Aug 2017;N/A;N/A;N/A;DOÐRU;2;;2;
Cavalo Dinheiro;2014;Unrated;04 Dec 2014;103 min;Drama;Pedro Costa;Pedro Costa;Ventura, Vitalina Varela, Tito Furtado;"""The time is now, a numbing and timeless present of hospital stays, bureaucratic questioning, and wandering through remembered spaces... and suddenly it is also then, the mid '70s and the time of Portugal's Carnation Revolution, when Ventura got into a knife fight with his friend Joaquim."" This is the synopsis from the press notes. The film is a sequel of sorts to Costa's ""Colossal Youth"" with Ventura again playing himself.";Portuguese;Portugal;https://m.media-amazon.com/images/M/MV5BNjk4MzgzMTEzM15BMl5BanBnXkFtZTgwNjAxNTEyNjE@._V1_SX300.jpg;6.09.2010;0,82;84;69;1,682;tt3907156;movie;31.May.16;$6,508;N/A;N/A;DOÐRU;22;84/100;21;
Song of My Mother;2014;N/A;14 Nov 2014;103 min;Drama, Family;Erol Mintas;Erol Mintas;Feyyaz Duman, Zübeyde Ronahi, Nesrin Cavadzade;Nigar (Zübeyde Ronahi) is not accustomed to living in the big city of Istanbul and longs to return to her village in Southeastern Turkey from where she was supposedly forced to leave after the incidents of ethnic clashes in 90s. Her son Ali (Feyyaz Duman), on the other hand, has pretty much settled in the city and works ironically as a teacher of Turkish language as a Kurd. Will Nigar be able to convince Ali to take her back to their village?;Turkish, Kurdish;Turkey, France, Germany;https://m.media-amazon.com/images/M/MV5BZmFiZTMzYmMtYWZkNi00YTdmLTllZTktM2IxNDQwYzNjYzZjXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg;6.06.2010;;N/A;66;411;tt3982854;movie;N/A;N/A;N/A;N/A;DOÐRU;15;;2;
En man som heter Ove;2015;PG-13;30 Sep 2016;116 min;Comedy, Drama, Romance;Hannes Holm;Hannes Holm, Fredrik Backman;Rolf Lassgård, Bahar Pars, Filip Berg;59 year old Ove is the block's grumpy man who several years earlier was deposed as president of the condominium association, but he could not give a damn about being deposed and therefore keeps looking over the neighborhood with an iron fist. When pregnant Parvaneh and her family moves into the terraced house opposite and accidentally backs into Ove's mailbox it turns out to be an unexpected friendship. A drama comedy about unexpected friendship, love and the importance of surrounding yourself with the proper tools.;Swedish, Persian;Sweden;https://m.media-amazon.com/images/M/MV5BMjE0NDUyOTc2MV5BMl5BanBnXkFtZTgwODk2NzU3OTE@._V1_SX300.jpg;7.07.2010;0,91;70;77;51,34;tt4080728;movie;16.May.17;$3,479,315;N/A;N/A;DOÐRU;16;70/100;29;2
The Assistant;2015;N/A;02 Sep 2015;87 min;Drama, Thriller;Christophe Ali, Nicolas Bonilauri;Christophe Ali, Nicolas Bonilauri, Philippe Blasband;Nathalie Baye, Malik Zidi, Jean-Stan Du Pac;As he is driving his wife to the maternity ward, Thomas runs over and kills a young man on the road. Marie-France, the mother, will not get over the mourning of her lost son. Nine years have passed. Marie-France has become Thomas' secretary and dangerously starts to interfere into his life, with one idea in mind: to get closer to his son...;French;France, Belgium, Luxembourg;https://m.media-amazon.com/images/M/MV5BOWI1Y2IzYjQtZTllMi00ZGU1LWEzNzItMTVlYThmNzdmMTJkXkEyXkFqcGdeQXVyNjU3MzUzNTM@._V1_SX300.jpg;5.04.2010;;N/A;54;206;tt4205320;movie;N/A;N/A;N/A;N/A;DOÐRU;;;;
